t,alt_msl_m,ias_kt,vs_fpm,pitch_deg,roll_deg,hdg_deg,throttle
166.4,450.0,65.245,31.229,2.132,-0.303,269.598,0.322
166.6,450.0,65.764,35.104,2.127,0.515,270.376,0.334
166.8,450.0,65.318,-31.982,2.247,-1.444,269.815,0.328
167.0,450.0,64.036,15.238,2.043,1.024,270.362,0.333
167.2,450.0,65.141,32.192,2.102,-0.846,269.925,0.339
167.4,450.0,64.428,21.912,2.032,-1.048,270.264,0.33
167.6,450.0,64.836,-23.625,2.183,-1.646,269.722,0.321
167.8,450.0,65.05,-34.047,1.916,-0.7,269.62,0.326
168.0,450.0,64.258,-2.017,2.107,-0.742,269.939,0.344
168.2,450.0,65.775,-11.547,1.884,0.828,269.478,0.324
168.4,450.0,64.933,0.643,2.14,-1.562,269.596,0.324
168.6,450.0,65.45,-1.744,1.943,0.213,270.14,0.339
168.8,450.0,65.356,14.0,1.868,0.841,270.47,0.325
169.0,450.0,65.782,-13.214,1.862,-0.252,270.054,0.325
169.2,450.0,65.691,-3.258,2.292,0.768,269.503,0.337
169.4,450.0,64.092,74.977,1.686,-0.693,269.691,0.333
169.6,450.0,65.003,-2.486,1.701,0.414,270.053,0.329
169.8,450.0,63.697,19.157,2.125,-0.334,269.957,0.33
170.0,450.0,64.71,7.939,1.799,2.159,270.721,0.345
170.2,450.0,65.407,6.162,1.905,-0.284,270.568,0.337
170.4,450.0,65.527,-22.103,1.899,-0.299,269.91,0.327
170.6,450.0,65.752,13.857,2.454,0.404,270.632,0.329
170.8,450.0,64.753,-0.622,1.863,-0.529,269.714,0.349
171.0,450.0,65.172,21.092,1.854,-0.196,269.715,0.331
171.2,450.0,65.038,51.923,1.92,0.338,270.432,0.337
171.4,450.0,65.74,5.247,2.044,0.875,269.685,0.336
171.6,450.0,65.933,19.658,2.098,-0.596,269.832,0.328
171.8,450.0,64.765,-24.974,1.704,0.061,270.484,0.335
172.0,450.0,67.251,3.527,2.088,-0.171,269.876,0.323
172.2,450.0,64.978,39.385,2.389,0.698,270.412,0.33
172.4,450.0,64.761,-0.907,1.641,0.821,270.216,0.344
172.6,450.0,65.341,-15.34,2.114,0.404,269.875,0.331
172.8,450.0,65.436,5.74,2.153,0.266,270.197,0.348
173.0,450.0,65.309,-4.042,2.03,1.792,270.343,0.334
173.2,450.0,64.592,-5.444,1.96,-0.872,270.253,0.337
173.4,450.0,65.866,-8.75,1.528,1.638,269.749,0.333
173.6,450.0,65.015,50.229,2.239,0.539,270.288,0.323
173.8,450.0,65.906,-21.215,1.934,-1.533,269.296,0.342
174.0,450.0,65.82,-9.766,1.958,0.13,269.907,0.346
174.2,450.0,64.221,-13.706,2.244,-1.414,270.015,0.334
174.4,450.0,64.397,31.553,1.531,-0.123,270.285,0.331
174.6,450.0,64.385,-6.424,1.985,-2.028,270.415,0.329
174.8,450.0,65.136,33.153,2.118,0.73,269.591,0.336
175.0,450.0,65.019,4.706,2.143,-0.788,269.829,0.342
175.2,450.0,65.149,-0.044,2.121,1.653,269.959,0.34
175.4,450.0,64.5,-35.98,2.407,-0.723,269.853,0.333
175.6,450.0,65.244,30.821,2.056,0.056,270.109,0.331
175.8,450.0,65.831,14.058,2.203,-1.356,270.191,0.332
176.0,450.0,64.188,10.658,2.154,-0.127,270.203,0.329
176.2,450.0,64.872,-2.404,1.703,0.046,269.893,0.319
176.4,450.0,65.139,-9.887,1.846,0.509,270.963,0.35
176.6,450.0,64.912,-31.172,2.416,2.474,269.646,0.322
176.8,450.0,64.872,24.173,1.945,1.651,269.936,0.32
177.0,450.0,66.051,7.253,1.986,0.788,270.47,0.344
177.2,450.0,65.76,-8.449,1.736,-0.32,270.249,0.334
177.4,450.0,65.5,-15.229,1.931,-0.277,270.241,0.335
177.6,450.0,64.534,3.431,1.737,-0.299,270.386,0.324
177.8,450.0,66.335,-1.742,1.878,-0.843,269.948,0.329
178.0,450.0,65.208,41.603,2.111,0.684,270.038,0.337
178.2,450.0,64.644,19.88,1.834,-0.042,270.349,0.356
178.4,450.0,64.789,-14.368,1.877,0.544,270.499,0.334
178.6,450.0,64.697,-27.105,2.267,-0.229,269.622,0.33
178.8,450.0,66.264,-5.361,2.094,0.393,269.854,0.335
179.0,450.0,65.115,-22.251,2.103,1.782,270.015,0.329
179.2,450.0,65.03,2.444,2.199,0.377,270.287,0.32
179.4,450.0,63.7,10.651,1.89,0.955,269.641,0.31
179.6,450.0,65.434,16.466,1.922,-0.817,270.3,0.333
179.8,450.0,64.357,10.977,1.588,-0.114,269.809,0.313
180.0,450.0,64.314,-4.172,2.147,-0.342,270.243,0.339
180.2,450.0,65.36,15.617,1.958,0.542,270.094,0.322
180.4,450.0,64.474,-21.606,1.999,0.339,270.465,0.322
180.6,450.0,65.494,-1.321,1.782,-0.627,269.706,0.315
180.8,450.0,65.665,20.965,2.124,0.401,270.19,0.316
181.0,450.0,63.919,7.868,2.125,0.178,269.93,0.32
181.2,450.0,64.911,-31.098,2.036,-1.508,269.805,0.329
181.4,450.0,64.048,-28.183,1.682,0.031,270.302,0.321
181.6,450.0,64.955,-39.667,1.831,1.252,269.724,0.324
181.8,450.0,65.54,45.826,1.993,-0.821,270.238,0.32
182.0,450.0,64.174,-38.005,1.832,1.163,269.703,0.33
182.2,450.0,66.073,-2.701,2.077,0.772,269.657,0.329
182.4,450.0,64.805,46.681,2.201,0.249,270.223,0.33
182.6,450.0,64.281,27.708,1.849,0.525,270.663,0.315
182.8,450.0,64.916,33.72,1.964,-0.722,270.154,0.317
183.0,450.0,65.466,-11.674,1.863,0.791,269.726,0.311
183.2,450.0,64.164,19.286,2.206,-1.335,270.112,0.331
183.4,450.0,64.991,76.955,2.179,-1.034,269.918,0.298
183.6,450.0,64.166,-0.086,2.532,0.629,269.808,0.339
183.8,450.0,65.713,11.17,2.001,-1.011,270.073,0.321
184.0,450.0,65.083,-7.04,1.813,2.102,270.17,0.317
184.2,450.0,64.734,0.52,2.082,0.433,270.253,0.326
184.4,450.0,65.61,10.201,1.954,1.003,269.697,0.321
184.6,450.0,64.216,35.534,2.038,1.068,270.499,0.32
184.8,450.0,64.753,-21.637,2.249,-0.293,269.916,0.327
185.0,450.0,66.097,-34.835,1.943,0.127,269.521,0.329
185.2,450.0,64.914,1.527,2.145,0.578,269.749,0.318
185.4,450.0,65.803,6.026,1.577,0.111,270.04,0.339
185.6,450.0,65.105,36.181,2.212,1.682,269.745,0.31
185.8,450.0,64.568,18.844,2.027,1.142,270.063,0.331
186.0,450.0,64.84,-14.703,1.952,0.328,269.728,0.325
186.2,450.0,65.034,15.079,1.9,1.377,270.31,0.312
186.4,450.0,64.742,28.816,2.284,0.183,270.052,0.331
186.6,450.0,64.493,8.069,1.899,0.89,269.92,0.335
186.8,450.0,64.519,-7.581,2.254,0.275,270.294,0.306
187.0,450.0,64.097,17.83,1.899,-0.156,269.713,0.328
187.2,450.0,65.053,-7.962,2.01,-0.828,269.949,0.321
187.4,450.0,65.223,-45.776,2.072,-0.61,270.173,0.324
187.6,450.0,65.436,34.169,2.406,0.157,270.108,0.305
187.8,450.0,63.903,-31.359,2.051,0.531,270.012,0.327
188.0,450.0,65.47,-7.498,2.049,-2.032,270.258,0.333
188.2,450.0,64.977,-7.046,1.988,-0.314,269.837,0.324
188.4,450.0,64.13,-7.542,1.942,0.674,269.988,0.314
188.6,450.0,65.046,-6.295,1.881,-0.07,269.73,0.317
188.8,450.0,65.476,-35.199,2.364,-1.017,269.973,0.324
189.0,450.0,65.3,13.934,2.296,-0.929,269.642,0.319
189.2,450.0,65.422,1.458,1.865,1.765,269.64,0.307
189.4,450.0,65.554,1.739,2.035,-1.514,269.988,0.308
189.6,450.0,65.524,27.538,1.767,-0.255,269.683,0.305
189.8,450.0,64.966,28.217,2.191,0.902,270.221,0.32
190.0,450.0,63.737,34.188,2.14,-1.923,270.284,0.338
190.2,450.0,64.531,46.971,2.025,0.745,270.166,0.333
190.4,450.0,65.201,12.032,1.841,-1.484,270.218,0.317
190.6,450.0,64.705,-37.755,2.156,1.078,270.146,0.317
190.8,450.0,65.399,6.018,2.126,2.734,269.537,0.329
191.0,450.0,65.466,1.02,1.967,-1.184,269.659,0.326
191.2,450.0,65.016,2.422,2.15,-0.0,270.09,0.332
191.4,450.0,66.116,-14.312,1.734,0.434,269.665,0.323
191.6,450.0,64.403,-21.524,1.883,-0.503,269.786,0.315
191.8,450.0,65.547,20.608,1.813,0.613,269.98,0.325
192.0,450.0,64.704,24.946,2.026,-0.646,270.084,0.336
192.2,450.0,64.52,-27.247,2.337,-0.499,269.517,0.321
192.4,450.0,65.341,14.188,2.013,-0.751,269.999,0.339
192.6,450.0,64.619,-3.527,2.23,0.014,270.248,0.31
192.8,450.0,65.504,-8.998,1.996,0.539,270.105,0.315
193.0,450.0,64.288,17.802,1.921,1.037,270.443,0.32
193.2,450.0,65.009,-0.59,2.205,-0.045,269.851,0.317
193.4,450.0,64.482,-13.172,2.111,-1.008,270.376,0.327
193.6,450.0,64.847,2.067,2.286,-0.421,270.642,0.321
193.8,450.0,64.765,-49.259,2.197,-0.454,270.208,0.324
194.0,450.0,64.311,-14.169,1.84,-0.33,270.293,0.332
194.2,450.0,65.382,-10.376,1.493,0.643,270.298,0.305
194.4,450.0,64.241,-34.359,2.03,-0.08,269.339,0.314
194.6,450.0,64.401,4.991,1.767,0.151,269.783,0.337
194.8,450.0,65.524,7.257,1.72,0.108,270.32,0.313
195.0,450.0,65.573,-14.559,1.706,-0.035,269.61,0.306
195.2,450.0,65.39,-3.794,1.874,-0.419,270.083,0.308
195.4,450.0,65.193,17.262,1.962,0.782,270.158,0.305
195.6,450.0,66.356,26.904,2.003,-0.038,270.374,0.315
195.8,450.0,64.264,-18.615,2.41,-0.063,269.953,0.319
196.0,450.0,64.543,8.839,1.759,-1.073,270.254,0.319
196.2,450.0,64.393,26.269,1.999,-0.658,269.988,0.323
196.4,450.0,65.529,-0.44,1.753,-0.555,270.468,0.314
196.6,450.0,65.163,-19.002,1.802,0.61,269.801,0.324
196.8,450.0,65.656,-18.908,2.015,-1.714,269.832,0.327
197.0,450.0,65.573,-7.822,2.085,0.767,270.112,0.301
197.2,450.0,64.855,-25.617,1.744,0.158,270.495,0.305
197.4,450.0,64.499,50.502,2.23,-0.679,270.069,0.32
197.6,450.0,64.395,-14.09,1.815,-0.821,269.983,0.303
197.8,450.0,66.317,9.593,2.193,0.538,269.805,0.325
198.0,450.0,65.571,4.699,1.991,0.243,270.307,0.309
198.2,450.0,65.347,16.025,2.182,-1.954,269.784,0.308
198.4,450.0,64.787,-9.553,2.114,-0.663,269.917,0.316
198.6,450.0,64.872,-32.412,1.944,-0.89,269.907,0.337
198.8,450.0,64.785,40.993,2.097,-0.045,270.326,0.303
199.0,450.0,64.797,-1.938,1.732,-0.61,269.734,0.313
199.2,450.0,63.549,2.925,1.741,0.485,269.738,0.306
199.4,450.0,64.954,5.009,1.93,-0.496,270.052,0.319
199.6,450.0,64.762,31.542,2.275,-0.25,270.003,0.312
199.8,450.0,65.165,19.227,1.851,1.266,269.546,0.313
200.0,450.0,65.117,29.352,1.881,-0.215,269.725,0.318
200.2,450.0,65.503,20.571,2.334,-0.472,269.798,0.311
200.4,450.0,64.983,3.846,2.009,0.062,270.002,0.313
200.6,450.0,65.469,6.382,2.001,-1.274,269.738,0.318
200.8,450.0,63.455,-18.544,1.791,-1.573,270.582,0.312
201.0,450.0,64.331,-48.429,2.013,-0.009,270.072,0.31
201.2,450.0,66.027,-5.944,2.119,-0.57,270.353,0.304
201.4,450.0,64.26,-26.783,1.989,-1.411,270.089,0.316
201.6,450.0,64.824,64.716,2.153,0.939,270.064,0.313
201.8,450.0,65.416,39.011,2.066,0.696,270.211,0.31
202.0,450.0,64.462,29.305,2.211,0.234,269.887,0.305
202.2,450.0,65.425,-13.73,2.166,-0.525,269.446,0.307
202.4,450.0,64.135,51.508,1.974,-0.192,270.123,0.302
202.6,450.0,63.843,-42.566,2.174,-0.569,269.767,0.329
202.8,450.0,64.194,-30.172,2.361,0.863,270.385,0.317
203.0,450.0,63.999,-19.483,2.061,-1.434,269.719,0.331
203.2,450.0,64.981,-23.911,1.756,0.274,270.037,0.294
203.4,450.0,64.801,3.352,2.039,0.019,270.0,0.295
203.6,450.0,65.189,4.885,1.961,-1.13,269.821,0.314
203.8,450.0,64.37,47.789,2.519,0.619,269.877,0.309
204.0,450.0,66.517,24.973,2.151,-0.339,269.939,0.306
204.2,450.0,64.934,30.561,1.779,1.87,270.045,0.304
204.4,450.0,64.964,10.501,1.962,1.174,270.069,0.308
204.6,450.0,65.265,-3.641,2.292,-0.055,270.007,0.284
204.8,450.0,64.845,-17.121,1.767,-0.375,269.989,0.334
205.0,450.0,64.613,-37.689,1.954,-0.681,269.324,0.307
205.2,450.0,65.043,-21.704,2.106,-0.72,270.407,0.309
205.4,450.0,65.543,-9.482,2.129,0.316,270.198,0.321
205.6,450.0,65.391,19.11,2.094,-1.433,269.613,0.31
205.8,450.0,65.557,-42.122,2.292,0.972,269.741,0.316
206.0,450.0,64.653,-34.118,2.036,0.699,269.352,0.32
206.2,450.0,64.527,5.527,2.256,-0.134,269.106,0.321
206.4,450.0,66.195,-26.185,2.305,0.75,269.853,0.32
206.6,450.0,64.849,8.424,2.418,2.298,270.494,0.326
206.8,450.0,65.279,-10.254,2.471,0.297,270.039,0.327
207.0,450.0,65.436,-18.757,2.584,1.719,270.06,0.318
207.2,450.0,65.845,-33.289,2.568,-0.293,270.017,0.322
207.4,450.0,64.182,-2.312,2.607,-0.606,270.171,0.312
207.6,450.0,64.705,-18.181,2.816,1.002,269.983,0.326
207.8,450.0,64.733,-15.288,2.977,-1.915,269.748,0.306
208.0,450.0,64.812,-15.898,3.042,0.96,269.819,0.305
208.2,450.0,63.545,4.692,2.673,-0.001,270.202,0.312
208.4,450.0,64.935,3.731,3.006,-0.48,269.877,0.325
208.6,450.0,63.257,-42.823,3.159,0.086,269.423,0.315
208.8,450.0,65.172,-4.012,3.009,0.111,270.162,0.318
209.0,450.0,65.316,9.968,3.209,1.248,270.066,0.334
209.2,450.0,65.352,25.987,3.125,0.842,270.4,0.339
209.4,450.0,64.271,19.582,3.298,0.201,270.03,0.345
209.6,450.0,65.567,5.239,2.971,-0.221,270.002,0.335
209.8,450.0,64.476,-28.561,3.421,-0.945,269.966,0.331
210.0,450.0,64.258,-19.248,3.286,0.199,269.761,0.33
210.2,450.0,64.406,22.864,3.289,-2.575,270.081,0.315
210.4,450.0,64.486,-17.554,3.429,0.966,269.843,0.328
210.6,450.0,65.098,25.657,3.739,-0.001,269.688,0.326
210.8,450.0,65.49,31.849,3.784,-1.662,269.967,0.338
211.0,450.0,63.734,-26.554,3.698,0.565,270.027,0.333
211.2,450.0,64.67,11.015,3.875,-0.889,270.107,0.319
211.4,450.0,65.536,-2.802,3.674,-0.466,270.2,0.326
211.6,450.0,65.118,50.693,3.56,-1.786,270.656,0.335
211.8,450.0,65.301,20.951,3.489,-0.749,269.917,0.332
212.0,450.0,64.097,-12.761,3.909,0.159,270.403,0.324
212.2,450.0,65.569,10.183,3.939,-0.084,270.0,0.339
212.4,450.0,64.059,-22.942,4.029,0.289,270.036,0.313
212.6,450.0,65.114,-3.787,4.088,-0.731,270.242,0.337
212.8,450.0,65.817,5.125,4.372,0.561,269.742,0.324
213.0,450.0,66.128,3.734,3.997,-1.484,269.975,0.318
213.2,450.0,65.307,7.694,4.08,-0.573,270.205,0.33
213.4,450.0,65.529,-22.674,4.671,-2.655,269.564,0.345
213.6,450.0,64.636,-46.332,4.495,-0.314,269.716,0.318
213.8,450.0,64.711,-9.073,4.334,-0.555,269.863,0.333
214.0,450.0,65.702,-22.309,4.04,-0.203,269.989,0.335
214.2,450.0,65.001,-17.505,4.331,0.56,270.229,0.331
214.4,450.0,64.924,53.433,4.482,1.3,269.612,0.332
214.6,450.0,64.154,29.072,4.591,-1.189,270.415,0.335
214.8,450.0,65.09,-4.361,4.699,-0.253,270.208,0.339
215.0,450.0,65.388,-35.836,4.668,-1.972,270.179,0.352
215.2,450.0,64.523,-32.455,4.997,1.814,269.407,0.311
215.4,450.0,64.696,9.03,4.583,1.286,270.095,0.341
215.6,450.0,65.948,26.734,4.817,0.452,269.763,0.348
215.8,450.0,65.107,-7.213,4.791,1.2,270.217,0.322
216.0,450.0,64.827,3.377,5.135,0.847,269.969,0.346
216.2,450.0,64.318,6.37,5.069,-0.645,269.867,0.35
216.4,450.0,64.628,26.655,5.244,0.711,269.72,0.337
216.6,450.0,64.85,-47.012,5.155,1.167,269.926,0.344
216.8,450.0,65.821,3.899,5.944,0.8,270.198,0.336
217.0,450.0,64.634,10.138,5.391,-0.09,269.505,0.33
217.2,450.0,66.077,23.752,5.149,-0.389,269.77,0.338
217.4,450.0,64.443,9.903,5.352,2.372,269.92,0.337
217.6,450.0,64.785,-27.517,5.326,0.271,269.936,0.354
217.8,450.0,65.506,-14.514,5.611,0.546,269.854,0.338
218.0,450.0,64.856,-38.105,5.708,-1.402,270.054,0.352
218.2,450.0,64.502,4.83,5.644,0.683,270.019,0.355
218.4,450.0,64.921,4.809,5.585,0.247,269.365,0.358
218.6,450.0,65.269,12.796,5.541,-0.862,270.302,0.347
218.8,450.0,63.971,-24.247,6.049,1.29,269.569,0.352
219.0,450.0,64.851,-28.506,6.005,-0.003,270.346,0.34
219.2,450.0,64.934,38.14,5.249,0.648,270.228,0.338
219.4,450.0,64.758,4.555,5.902,0.461,269.467,0.365
219.6,450.0,65.441,43.65,5.774,-0.699,270.028,0.36
219.8,450.0,64.659,10.986,5.92,0.289,270.405,0.34
