t,alt_msl_m,ias_kt,vs_fpm,pitch_deg,roll_deg,hdg_deg,throttle
166.2,450.0,64.762,-9.245,2.342,1.375,269.395,0.349
166.4,450.0,65.798,20.903,2.02,-0.779,270.673,0.341
166.6,450.0,65.242,19.899,2.309,0.778,269.907,0.321
166.8,450.0,64.666,-29.186,1.782,-0.167,270.136,0.347
167.0,450.0,64.495,-20.271,2.108,-0.473,270.024,0.341
167.2,450.0,65.337,-26.298,2.341,-1.269,269.946,0.344
167.4,450.0,65.837,-5.762,2.25,-0.557,269.975,0.341
167.6,450.0,65.212,-1.568,2.014,-0.884,269.414,0.336
167.8,450.0,64.093,-38.931,1.878,0.658,270.11,0.34
168.0,450.0,64.375,7.761,1.875,1.727,269.837,0.323
168.2,450.0,64.863,1.747,1.958,0.743,269.926,0.324
168.4,450.0,65.814,-1.785,1.801,0.936,270.337,0.335
168.6,450.0,65.17,-16.413,1.846,-0.616,270.012,0.35
168.8,450.0,65.196,-4.485,1.796,0.892,270.592,0.338
169.0,450.0,65.726,-43.41,1.795,-0.644,270.379,0.348
169.2,450.0,64.877,5.649,2.043,-0.727,270.197,0.335
169.4,450.0,64.947,5.156,1.641,0.45,270.131,0.336
169.6,450.0,64.891,-2.576,2.028,-0.452,269.719,0.344
169.8,450.0,63.933,-28.78,2.133,0.811,270.683,0.344
170.0,450.0,65.28,31.066,1.806,0.333,270.536,0.335
170.2,450.0,65.247,27.569,1.813,-0.082,269.98,0.332
170.4,450.0,65.585,-45.672,2.0,-0.392,270.049,0.343
170.6,450.0,64.287,10.097,1.987,0.378,269.577,0.337
170.8,450.0,64.51,3.727,2.186,0.446,270.389,0.33
171.0,450.0,65.561,-62.591,1.596,0.267,270.114,0.332
171.2,450.0,65.194,12.629,1.981,1.307,270.115,0.324
171.4,450.0,65.825,15.868,2.277,-0.384,269.939,0.335
171.6,450.0,64.482,17.579,2.012,-1.184,269.987,0.342
171.8,450.0,65.12,3.945,2.35,-1.123,269.937,0.311
172.0,450.0,64.594,-15.866,2.433,-0.782,269.895,0.329
172.2,450.0,65.186,-12.454,1.886,-0.724,269.888,0.32
172.4,450.0,64.709,12.503,2.296,0.049,269.859,0.328
172.6,450.0,65.322,28.575,2.1,1.822,270.566,0.327
172.8,450.0,65.649,-11.872,1.993,-0.819,270.727,0.321
173.0,450.0,65.405,-6.736,1.94,-0.652,269.426,0.333
173.2,450.0,63.915,17.033,1.952,-0.343,269.994,0.319
173.4,450.0,65.564,-52.37,1.814,-0.795,269.817,0.323
173.6,450.0,65.269,10.955,1.962,-0.574,269.816,0.317
173.8,450.0,64.374,-5.548,2.185,0.883,270.221,0.324
174.0,450.0,64.469,-53.329,2.249,1.453,269.013,0.336
174.2,450.0,65.005,18.846,1.92,-0.519,270.24,0.327
174.4,450.0,65.344,-22.175,2.103,0.113,269.417,0.344
174.6,450.0,64.73,19.371,2.093,1.092,270.048,0.328
174.8,450.0,64.026,33.61,1.524,0.5,269.858,0.324
175.0,450.0,65.169,-30.191,2.14,-0.001,269.788,0.342
175.2,450.0,65.102,-29.047,1.75,0.535,269.973,0.334
175.4,450.0,66.465,-0.155,1.767,0.079,269.665,0.338
175.6,450.0,64.227,-42.453,2.165,-0.487,270.533,0.335
175.8,450.0,66.514,17.904,2.333,0.683,269.474,0.345
176.0,450.0,66.047,4.714,1.774,-0.448,269.5,0.339
176.2,450.0,65.182,24.064,1.819,-0.315,269.937,0.342
176.4,450.0,65.995,-44.378,1.806,0.472,269.988,0.321
176.6,450.0,65.058,5.129,1.89,-0.965,270.383,0.336
176.8,450.0,65.587,11.516,1.919,0.869,269.94,0.338
177.0,450.0,64.56,-43.503,1.829,-0.544,269.633,0.33
177.2,450.0,65.048,21.996,1.669,-0.794,269.813,0.341
177.4,450.0,64.391,-33.249,2.35,0.704,269.75,0.331
177.6,450.0,64.055,4.727,1.895,0.814,269.874,0.327
177.8,450.0,64.837,-31.705,1.842,1.103,270.137,0.334
178.0,450.0,64.605,19.536,2.175,1.476,269.89,0.317
178.2,450.0,65.344,41.894,1.921,-0.815,269.788,0.314
178.4,450.0,65.762,1.915,2.212,-0.092,270.177,0.326
178.6,450.0,64.899,1.251,2.152,-0.901,269.701,0.306
178.8,450.0,65.035,32.192,2.193,-0.579,269.967,0.339
179.0,450.0,65.113,-10.314,1.915,0.995,270.087,0.322
179.2,450.0,63.993,1.848,2.122,0.45,269.789,0.343
179.4,450.0,65.161,20.645,1.684,0.403,270.308,0.329
179.6,450.0,65.007,11.058,1.72,0.548,269.92,0.321
179.8,450.0,64.972,39.174,2.009,-0.266,270.525,0.322
180.0,450.0,64.34,30.122,1.934,1.374,269.914,0.333
180.2,450.0,63.811,47.923,2.265,-0.838,269.838,0.337
180.4,450.0,64.85,0.767,1.941,0.788,269.636,0.325
180.6,450.0,65.19,28.639,1.641,-0.443,270.015,0.314
180.8,450.0,65.805,-18.462,2.008,-0.763,270.183,0.329
181.0,450.0,65.679,23.666,1.937,2.097,269.53,0.332
181.2,450.0,65.873,44.504,2.034,-0.238,269.422,0.334
181.4,450.0,65.222,59.143,1.762,0.797,269.597,0.314
181.6,450.0,65.694,-28.593,1.84,-0.648,269.979,0.321
181.8,450.0,64.876,-2.185,2.009,-0.601,269.975,0.333
182.0,450.0,65.377,19.462,2.145,1.286,269.697,0.344
182.2,450.0,65.559,-19.295,2.079,0.519,269.847,0.326
182.4,450.0,66.614,15.56,2.147,0.182,269.963,0.314
182.6,450.0,65.146,15.386,1.705,0.568,270.105,0.331
182.8,450.0,64.236,-9.617,1.954,0.715,269.618,0.294
183.0,450.0,65.827,-10.838,2.041,0.942,269.432,0.327
183.2,450.0,64.525,-20.239,2.191,0.584,269.839,0.32
183.4,450.0,64.964,9.746,2.051,0.78,270.504,0.342
183.6,450.0,64.823,33.244,1.95,0.413,269.826,0.32
183.8,450.0,64.455,9.409,1.974,0.243,269.857,0.313
184.0,450.0,65.801,70.067,1.98,1.195,270.024,0.35
184.2,450.0,65.358,-33.851,1.712,-2.029,269.47,0.328
184.4,450.0,64.633,-11.833,2.004,0.908,270.187,0.325
184.6,450.0,65.042,18.774,2.16,0.125,269.731,0.318
184.8,450.0,64.74,-25.574,2.141,0.277,269.43,0.315
185.0,450.0,65.369,10.852,1.626,-0.153,269.916,0.307
185.2,450.0,64.773,22.262,1.999,-0.594,269.921,0.33
185.4,450.0,64.54,6.719,1.698,0.681,270.286,0.315
185.6,450.0,64.613,-3.148,2.218,-1.078,270.143,0.331
185.8,450.0,64.738,25.352,2.107,-0.885,269.85,0.328
186.0,450.0,65.174,12.566,2.141,-0.896,270.254,0.332
186.2,450.0,64.449,20.079,1.866,1.668,270.236,0.32
186.4,450.0,64.946,15.72,1.612,0.058,270.535,0.324
186.6,450.0,65.266,-14.085,1.79,0.034,269.772,0.317
186.8,450.0,66.402,-24.598,1.929,-1.324,270.035,0.32
187.0,450.0,65.514,-6.95,1.699,0.12,269.771,0.314
187.2,450.0,63.21,6.695,1.798,0.865,270.063,0.299
187.4,450.0,64.693,-2.34,2.35,-1.026,270.412,0.324
187.6,450.0,64.762,25.483,1.736,0.096,270.29,0.31
187.8,450.0,65.192,8.54,2.109,0.226,269.912,0.345
188.0,450.0,65.942,26.032,1.626,0.622,269.29,0.322
188.2,450.0,65.445,5.132,2.05,0.974,269.799,0.305
188.4,450.0,63.618,-15.397,2.167,1.942,269.915,0.319
188.6,450.0,65.184,22.885,2.089,0.013,270.123,0.327
188.8,450.0,65.065,14.401,2.241,0.041,270.37,0.326
189.0,450.0,65.248,-18.476,2.359,-0.61,270.337,0.314
189.2,450.0,65.815,-7.927,1.724,0.946,270.104,0.324
189.4,450.0,64.345,70.582,2.053,-0.026,270.286,0.323
189.6,450.0,65.662,-80.953,2.105,0.463,269.74,0.317
189.8,450.0,64.008,29.706,2.086,0.685,269.769,0.318
190.0,450.0,65.03,3.362,2.319,-0.138,270.398,0.323
190.2,450.0,65.228,0.193,2.057,-0.171,270.098,0.32
190.4,450.0,66.371,-5.496,2.243,0.16,270.282,0.325
190.6,450.0,64.579,-10.815,2.234,0.143,270.259,0.33
190.8,450.0,63.984,59.856,2.033,0.06,270.198,0.333
191.0,450.0,65.412,-9.251,2.113,-0.143,269.945,0.309
191.2,450.0,64.603,-5.901,1.851,-0.04,270.244,0.316
191.4,450.0,65.938,21.251,2.067,1.184,269.999,0.323
191.6,450.0,64.575,10.91,2.043,-0.583,270.26,0.322
191.8,450.0,64.474,-2.984,1.976,0.093,270.301,0.313
192.0,450.0,65.747,-5.656,1.913,0.018,269.961,0.318
192.2,450.0,65.051,-31.465,2.2,1.046,270.575,0.318
192.4,450.0,65.6,27.947,1.984,-0.493,270.03,0.321
192.6,450.0,64.142,-24.824,2.462,-0.218,270.433,0.325
192.8,450.0,65.991,-58.601,2.269,-0.479,269.675,0.314
193.0,450.0,64.647,26.999,2.16,0.793,270.266,0.301
193.2,450.0,65.492,19.619,1.892,0.634,269.644,0.315
193.4,450.0,64.397,9.472,2.189,0.436,269.724,0.316
193.6,450.0,64.07,-11.838,2.037,0.156,269.554,0.316
193.8,450.0,64.846,30.374,2.026,2.195,269.917,0.327
194.0,450.0,65.105,-25.81,1.79,0.317,270.02,0.308
194.2,450.0,65.946,-53.222,2.126,-1.843,269.854,0.323
194.4,450.0,65.21,4.843,2.059,-1.393,270.681,0.335
194.6,450.0,65.429,20.74,1.917,-1.332,270.287,0.306
194.8,450.0,65.395,16.147,1.876,-0.405,269.702,0.315
195.0,450.0,66.866,52.166,1.956,-1.458,270.017,0.317
195.2,450.0,64.509,21.359,1.746,0.015,269.943,0.324
195.4,450.0,65.753,-4.911,1.901,-1.382,270.098,0.323
195.6,450.0,64.91,-4.067,2.287,-0.051,270.005,0.311
195.8,450.0,65.156,22.771,1.882,-0.612,269.582,0.344
196.0,450.0,64.672,-0.856,2.473,0.489,270.568,0.314
196.2,450.0,65.697,-2.666,1.744,0.122,270.364,0.318
196.4,450.0,64.247,-43.074,2.229,-0.937,270.196,0.322
196.6,450.0,64.207,-7.072,2.228,1.742,270.36,0.319
196.8,450.0,64.875,-31.553,2.244,-1.096,270.128,0.316
197.0,450.0,64.305,6.408,2.126,-0.519,269.803,0.31
197.2,450.0,65.422,3.91,1.691,-1.36,269.671,0.312
197.4,450.0,65.553,18.245,2.241,0.942,270.201,0.314
197.6,450.0,64.548,44.96,2.225,0.91,269.754,0.329
197.8,450.0,65.47,-3.902,2.02,-0.097,269.9,0.301
198.0,450.0,64.603,36.395,1.54,-2.39,269.666,0.311
198.2,450.0,64.973,-27.539,2.226,0.747,270.205,0.311
198.4,450.0,65.004,4.446,1.826,1.727,269.895,0.307
198.6,450.0,66.126,24.252,1.956,-0.861,270.076,0.323
198.8,450.0,65.0,49.149,2.259,0.45,269.893,0.312
199.0,450.0,64.453,-26.874,2.276,0.866,269.666,0.309
199.2,450.0,64.449,-5.85,2.088,0.032,270.165,0.308
199.4,450.0,65.72,4.043,1.899,-1.15,269.982,0.323
199.6,450.0,63.999,-1.986,2.352,-0.203,269.764,0.319
199.8,450.0,64.718,-23.233,2.241,-0.637,270.245,0.308
200.0,450.0,64.772,-40.16,1.98,0.526,270.374,0.317
200.2,450.0,63.53,-30.019,1.818,-1.718,270.544,0.315
200.4,450.0,64.718,-1.523,2.067,0.497,270.25,0.328
200.6,450.0,65.601,-32.93,1.739,0.059,270.097,0.303
200.8,450.0,65.138,44.693,2.363,-1.536,270.3,0.294
201.0,450.0,64.46,31.099,2.11,-0.995,269.78,0.308
201.2,450.0,65.414,-46.997,1.937,0.517,269.997,0.306
201.4,450.0,65.31,-11.814,2.09,1.238,270.041,0.304
201.6,450.0,66.215,33.498,1.673,0.827,269.509,0.312
201.8,450.0,64.555,36.596,1.994,2.83,270.176,0.315
202.0,450.0,64.767,28.311,1.879,0.17,270.294,0.314
202.2,450.0,65.025,-35.208,1.69,-1.184,269.95,0.314
202.4,450.0,64.917,-8.696,1.879,0.013,270.363,0.304
202.6,450.0,65.052,32.336,2.076,-0.726,269.727,0.328
202.8,450.0,64.936,3.02,1.719,-2.367,270.307,0.307
203.0,450.0,64.583,-10.932,1.966,1.014,270.327,0.301
203.2,450.0,64.037,13.017,1.713,-0.981,269.86,0.311
203.4,450.0,64.663,25.005,2.045,-0.927,270.026,0.316
203.6,450.0,64.164,3.899,1.651,1.753,269.869,0.293
203.8,450.0,64.369,6.555,2.147,-0.651,269.671,0.318
204.0,450.0,64.671,27.216,2.137,-0.852,269.592,0.314
204.2,450.0,65.302,-13.627,2.171,0.81,269.672,0.312
204.4,450.0,65.509,-22.376,2.366,1.792,270.103,0.31
204.6,450.0,64.373,19.508,2.038,-1.86,269.519,0.327
204.8,450.0,65.178,-29.501,2.027,-1.094,269.953,0.329
205.0,450.0,65.475,12.794,2.177,-0.635,270.734,0.299
205.2,450.0,64.965,-17.826,2.016,0.751,270.204,0.307
205.4,450.0,64.007,21.343,1.782,0.227,270.061,0.306
205.6,450.0,63.697,-29.313,1.97,1.098,269.856,0.311
205.8,450.0,65.466,28.708,2.023,-1.457,269.309,0.303
206.0,450.0,65.538,7.47,2.361,-0.136,270.234,0.301
206.2,450.0,65.154,-7.238,2.247,1.42,270.284,0.31
206.4,450.0,64.355,-21.167,2.349,-1.827,269.948,0.311
206.6,450.0,65.859,-3.536,2.594,1.043,269.747,0.324
206.8,450.0,65.715,-22.761,2.572,-0.843,269.985,0.324
207.0,450.0,64.959,-29.623,2.989,0.255,269.755,0.322
207.2,450.0,64.852,27.145,2.631,-1.062,270.273,0.321
207.4,450.0,63.811,15.183,2.505,0.601,269.958,0.333
207.6,450.0,65.436,31.045,3.002,0.75,270.21,0.31
207.8,450.0,64.017,-33.508,2.718,-0.171,269.721,0.315
208.0,450.0,65.393,-48.382,2.84,1.608,269.559,0.325
208.2,450.0,65.422,-39.331,3.108,-1.008,269.272,0.311
208.4,450.0,65.041,16.493,2.998,0.95,270.077,0.327
208.6,450.0,65.932,20.371,3.155,-1.147,269.575,0.312
208.8,450.0,64.791,-46.11,2.944,0.931,270.35,0.317
209.0,450.0,65.338,25.755,3.063,0.813,269.995,0.315
209.2,450.0,65.463,-10.732,3.305,-0.728,269.994,0.329
209.4,450.0,65.134,-29.742,3.123,1.545,269.44,0.315
209.6,450.0,64.734,-1.836,3.205,-0.056,270.206,0.324
209.8,450.0,65.723,14.332,3.33,-1.369,270.171,0.331
210.0,450.0,65.239,-5.26,3.712,-0.33,270.413,0.33
210.2,450.0,64.869,-4.304,3.742,0.887,269.885,0.325
210.4,450.0,64.885,-20.977,3.547,0.037,270.071,0.314
210.6,450.0,65.063,-35.459,3.569,0.902,270.111,0.331
210.8,450.0,66.354,-9.366,3.469,1.4,270.207,0.317
211.0,450.0,65.049,-40.621,3.928,0.816,270.264,0.334
211.2,450.0,64.842,15.033,3.8,0.537,270.079,0.324
211.4,450.0,64.346,-21.346,3.96,0.211,270.142,0.338
211.6,450.0,64.253,32.775,3.543,0.472,270.222,0.327
211.8,450.0,63.846,-39.743,4.04,1.441,270.431,0.329
212.0,450.0,65.126,35.141,3.964,-0.583,270.297,0.319
212.2,450.0,65.002,-22.124,4.139,-0.183,270.11,0.331
212.4,450.0,64.367,-22.344,4.249,0.795,269.962,0.342
212.6,450.0,64.092,7.308,4.097,-0.965,269.883,0.332
212.8,450.0,64.788,22.492,4.075,0.997,270.243,0.335
213.0,450.0,64.669,-1.076,4.341,0.037,269.746,0.323
213.2,450.0,64.182,-9.011,4.014,0.499,269.711,0.347
213.4,450.0,65.164,49.874,4.596,-0.591,270.006,0.321
213.6,450.0,65.069,12.668,4.433,-0.195,269.861,0.349
213.8,450.0,64.953,-30.148,4.194,1.204,269.937,0.33
214.0,450.0,65.446,-6.647,4.73,-1.061,270.121,0.311
214.2,450.0,64.591,42.314,4.718,1.019,269.978,0.337
214.4,450.0,65.798,8.202,4.887,1.122,270.101,0.334
214.6,450.0,64.374,20.616,4.834,0.107,270.112,0.327
214.8,450.0,65.291,50.852,4.786,-1.911,270.004,0.323
215.0,450.0,65.363,-14.935,4.733,-1.079,269.779,0.34
215.2,450.0,64.826,9.322,4.583,0.401,270.197,0.338
215.4,450.0,65.193,-16.753,5.0,1.062,270.033,0.336
215.6,450.0,64.211,-0.199,5.021,-1.367,269.855,0.352
215.8,450.0,64.079,13.406,4.872,0.377,269.743,0.339
216.0,450.0,64.861,-33.452,5.129,0.25,270.031,0.336
216.2,450.0,64.543,3.596,4.885,-1.477,270.581,0.325
216.4,450.0,65.336,3.507,5.329,0.189,270.028,0.337
216.6,450.0,64.999,26.341,5.201,-0.735,270.259,0.347
216.8,450.0,65.351,-14.918,5.273,-1.473,269.893,0.347
217.0,450.0,65.172,-31.949,5.131,1.783,269.793,0.348
217.2,450.0,65.103,9.819,5.52,-0.738,270.349,0.34
217.4,450.0,65.037,-28.239,5.416,-1.405,270.119,0.348
217.6,450.0,64.757,4.486,5.321,-1.394,269.698,0.324
217.8,450.0,64.702,14.127,5.567,1.924,270.365,0.341
218.0,450.0,66.202,-22.083,5.501,0.987,269.986,0.368
218.2,450.0,63.924,-3.182,5.804,0.554,270.343,0.352
218.4,450.0,64.869,-26.133,5.344,-0.815,270.374,0.348
218.6,450.0,65.583,-71.292,5.472,0.39,269.992,0.353
218.8,450.0,65.232,-36.672,6.16,0.083,269.779,0.365
219.0,450.0,65.826,-52.569,5.709,0.739,270.408,0.348
219.2,450.0,65.31,0.149,5.96,-1.435,270.65,0.353
219.4,450.0,64.222,-27.093,5.833,0.729,270.102,0.358
219.6,450.0,64.782,-3.921,6.01,0.984,269.569,0.35
219.8,450.0,64.137,-1.562,6.545,-0.88,269.899,0.358
